,id,carat,cut,color,clarity,depth,table,x,y,z,price
6613,6614,1.26,Very Good,G,VVS2,62.1,58.0,6.92,6.83,4.27,9158
8549,8550,0.7,Very Good,E,VVS1,63.2,57.0,5.62,5.67,3.57,4644
2610,2611,1.24,Ideal,J,SI2,60.1,57.0,7.02,6.98,4.21,4783
6103,6104,0.72,Premium,J,VS2,62.6,58.0,5.72,5.66,3.56,1814
17320,17321,0.7,Ideal,E,VS2,62.5,55.0,5.73,5.7,3.57,2693
8108,8109,0.57,Ideal,G,VS2,61.8,56.0,5.3,5.35,3.29,1608
20554,20555,2.0,Premium,G,SI2,61.4,59.0,8.14,8.06,4.97,11544
13445,13446,0.4,Premium,E,VS1,61.8,56.0,4.77,4.74,2.94,1125
12797,12798,1.02,Good,G,VS2,63.8,59.0,6.34,6.27,4.02,6080
24156,24157,1.01,Fair,E,VS2,66.6,55.0,6.27,6.2,4.15,4525
22359,22360,0.77,Premium,F,VS1,59.5,58.0,5.96,5.94,3.54,3211
3336,3337,1.7,Premium,H,VS2,62.4,57.0,7.6,7.54,4.72,13298
18296,18297,0.7,Ideal,F,SI1,61.0,56.0,5.75,5.8,3.52,2840
24393,24394,1.09,Good,H,SI1,63.6,56.0,6.53,6.56,4.16,4920
5656,5657,0.78,Ideal,G,SI2,61.7,54.0,5.93,5.97,3.67,2485
21867,21868,1.22,Ideal,I,SI1,,57.0,6.99,6.93,4.19,5807
6737,6738,0.7,Premium,D,SI2,59.5,60.0,5.78,5.73,3.43,2423
11397,11398,1.25,Very Good,G,VS1,62.7,56.0,6.81,6.93,4.31,8580
8869,8870,0.3,Ideal,G,VVS1,61.5,55.0,4.33,4.35,2.67,764
25274,25275,1.04,Very Good,D,VS2,63.1,54.0,6.44,6.53,4.09,7679
6697,6698,1.22,Ideal,I,VS2,62.5,57.0,6.83,6.9,4.29,5960
25046,25047,1.02,Very Good,G,VS2,63.4,59.0,6.32,6.3,4.0,6169
22059,22060,0.96,Good,H,SI2,56.7,62.0,6.51,6.39,3.66,3454
5787,5788,0.32,Very Good,I,SI1,62.8,58.0,4.34,4.39,2.74,432
1723,1724,0.7,Very Good,F,SI1,61.7,61.0,5.67,5.7,3.51,2230
7542,7543,1.61,Very Good,H,VS2,59.4,58.0,7.64,7.74,4.57,11627
26794,26795,0.52,Ideal,D,SI2,61.2,57.0,5.2,5.22,3.19,1292
25485,25486,0.72,Ideal,F,VS2,61.8,59.0,5.71,5.74,3.54,2931
1838,1839,1.07,Ideal,F,SI2,61.5,57.0,6.57,6.6,4.05,4678
137,138,0.9,Good,H,VS2,61.5,61.0,6.15,6.24,3.81,4156
25891,25892,1.01,Ideal,G,SI2,61.6,54.0,6.4,6.45,3.96,4560
22452,22453,0.73,Good,E,SI2,63.3,57.0,5.69,5.72,3.61,2388
24959,24960,0.77,Ideal,G,SI2,61.2,57.0,5.94,5.98,3.65,2275
17113,17114,0.3,Very Good,E,SI2,61.9,58.0,4.28,4.31,2.66,421
22899,22900,0.71,Ideal,H,VS1,61.6,57.0,5.74,5.79,3.55,2175
10664,10665,0.57,Fair,F,VS1,64.5,61.0,5.23,5.19,3.36,1788
18705,18706,0.91,Very Good,H,VS2,63.1,56.0,6.2,6.13,3.89,3567
1054,1055,0.36,Ideal,H,VS1,61.5,55.0,4.59,4.62,2.83,651
774,775,0.41,Ideal,I,VVS1,61.7,57.0,4.73,4.76,2.93,875
8827,8828,0.93,Premium,F,SI2,61.3,62.0,6.26,6.17,3.81,3317
17516,17517,0.32,Ideal,H,VVS2,61.8,55.0,4.42,4.38,2.72,828
6939,6940,0.32,Ideal,H,VS2,62.0,55.0,4.42,4.39,2.73,648
20637,20638,1.0,Good,G,SI1,63.1,56.0,6.31,6.41,4.01,4218
3238,3239,0.54,Ideal,H,VS1,60.9,55.0,5.28,5.3,3.22,1762
24062,24063,2.04,Ideal,H,SI2,61.5,57.0,8.15,8.18,5.02,16800
7035,7036,0.54,Ideal,I,VS2,61.9,56.0,5.2,5.26,3.24,1260
5138,5139,0.51,Ideal,E,SI2,63.0,56.0,5.14,5.12,3.23,1170
8814,8815,1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,5998
192,193,1.01,Very Good,I,SI2,63.2,58.0,6.34,6.31,4.0,3309
17054,17055,0.41,Ideal,F,SI1,60.5,56.0,4.81,4.84,2.92,909
26655,26656,0.33,Premium,F,VS2,62.2,58.0,4.44,4.43,2.76,854
24876,24877,0.31,Ideal,E,VS2,62.0,56.0,4.36,4.38,2.71,589
4797,4798,0.58,Ideal,F,VS1,60.6,55.0,5.41,5.48,3.3,2117
19468,19469,0.58,Good,E,VS1,58.6,64.0,5.4,5.46,3.18,2185
23102,23103,1.01,Very Good,H,VS2,62.0,59.0,6.45,6.48,4.01,5186
21084,21085,0.3,Premium,D,SI1,62.2,58.0,4.31,4.28,2.67,709
5146,5147,1.31,Premium,J,VS2,62.0,59.0,7.04,6.97,4.34,6822
2735,2736,1.01,Good,H,SI2,64.8,58.0,6.24,6.29,4.06,4149
15110,15111,0.71,Fair,E,SI2,,63.0,5.63,5.51,3.61,2002
18332,18333,0.33,Premium,H,VS1,59.2,58.0,4.55,4.5,2.68,743
757,758,0.4,Premium,D,SI2,62.4,58.0,4.69,4.73,2.94,666
13190,13191,1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,7466
4702,4703,1.5,Ideal,J,SI1,61.1,56.7,7.35,7.38,4.5,7520
14390,14391,1.01,Good,E,SI2,63.3,58.0,6.3,6.36,4.01,4168
4867,4868,0.41,Premium,F,VS2,61.1,56.0,4.84,4.79,2.94,1107
1275,1276,2.22,Very Good,I,SI2,63.2,57.0,8.28,8.23,5.22,16547
23157,23158,0.42,Ideal,G,VVS2,62.0,56.0,4.79,4.83,2.98,798
100,101,1.02,Fair,J,SI1,66.8,55.0,6.25,6.18,4.15,3027
21400,21401,0.42,Ideal,F,VS1,,57.0,4.84,4.87,2.96,1031
1448,1449,0.47,Fair,E,SI1,67.9,56.0,4.84,4.65,3.24,829
10090,10091,0.57,Ideal,E,VS2,62.9,57.0,5.29,5.26,3.32,1949
8658,8659,0.71,Very Good,F,VVS2,62.0,56.0,5.71,5.74,3.55,3612
1006,1007,0.26,Very Good,E,VVS2,62.6,58.0,4.07,4.11,2.56,597
4685,4686,0.5,Very Good,E,SI1,,56.0,5.06,5.07,3.17,1222
6681,6682,0.41,Premium,G,VS1,61.9,60.0,4.7,4.76,2.93,899
1102,1103,0.51,Good,F,SI1,64.1,58.0,5.03,5.02,3.22,1274
4340,4341,0.7,Very Good,I,VS2,62.1,56.0,5.7,5.74,3.55,2188
12752,12753,1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,6409
1250,1251,0.91,Ideal,E,SI1,61.9,55.0,6.21,6.23,3.85,5458
5740,5741,0.52,Premium,D,SI2,62.4,59.0,5.15,5.05,3.18,1385
640,641,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,1019
18607,18608,1.72,Very Good,D,SI2,63.4,62.0,7.59,7.53,4.79,12360
20557,20558,0.32,Ideal,H,VVS2,61.9,55.0,4.37,4.39,2.71,645
14062,14063,0.3,Ideal,G,VVS1,62.1,57.0,4.27,4.29,2.66,764
25785,25786,0.31,Premium,G,VS2,61.7,58.0,4.32,4.34,2.67,544
1085,1086,0.56,Ideal,G,SI1,61.6,59.0,5.27,5.32,3.26,1755
10941,10942,0.46,Very Good,F,VS2,59.9,55.0,5.06,5.08,3.04,1258
5268,5269,0.79,Very Good,G,SI1,60.6,57.0,5.98,6.06,3.65,2793
2192,2193,1.02,Premium,J,SI1,61.8,58.0,6.5,6.44,4.0,3856
12051,12052,0.47,Ideal,G,SI2,62.4,55.0,4.96,5.01,3.11,784
1490,1491,0.72,Good,J,VS1,63.7,54.0,5.71,5.68,3.63,2062
6851,6852,0.28,Very Good,E,VS2,62.7,58.0,4.15,4.18,2.61,487
25005,25006,1.01,Very Good,G,VS1,60.5,60.0,6.44,6.52,3.92,6239
19161,19162,0.31,Premium,G,VS1,61.8,59.0,4.35,4.32,2.68,802
14578,14579,0.41,Ideal,G,VVS2,60.9,56.0,4.81,4.84,2.94,960
25411,25412,0.95,Very Good,D,SI1,63.7,55.0,6.2,6.24,3.96,5101
8072,8073,1.11,Ideal,J,SI1,62.4,57.0,6.57,6.6,4.11,4497
26944,26945,1.0,Premium,G,I1,59.0,60.0,6.49,6.43,3.82,2264
1114,1115,1.51,Premium,E,SI1,62.4,59.0,7.33,7.29,4.56,12319
13297,13298,0.53,Ideal,I,VS1,62.3,56.0,5.19,5.23,3.24,1427
22846,22847,0.4,Very Good,F,VVS2,63.0,57.0,4.63,4.7,2.94,963
14749,14750,0.31,Ideal,H,SI1,61.3,56.0,4.36,4.39,2.68,464
1492,1493,1.0,Good,H,SI2,57.9,62.0,6.53,6.49,3.77,4592
1394,1395,0.41,Ideal,H,IF,61.8,55.0,4.79,4.82,2.97,1100
5747,5748,1.22,Very Good,J,VS2,60.8,56.0,6.95,6.91,4.21,5160
14524,14525,0.58,Very Good,E,SI2,63.5,60.0,5.24,5.28,3.34,1265
26365,26366,0.93,Good,H,VS1,59.1,64.0,6.36,6.27,3.73,3500
26754,26755,0.32,Ideal,H,SI2,60.9,56.0,4.41,4.45,2.7,434
12768,12769,1.5,Ideal,I,VS1,62.2,54.0,7.33,7.4,4.57,10406
22334,22335,0.23,Ideal,F,VS2,60.9,57.0,3.96,3.99,2.42,498
19598,19599,0.34,Ideal,G,VVS1,62.1,57.0,4.47,4.45,2.77,956
9416,9417,0.2,Premium,E,VS2,61.1,59.0,3.81,3.78,2.32,367
12727,12728,0.7,Ideal,E,SI1,62.3,56.0,5.68,5.62,3.52,1758
17005,17006,0.79,Premium,E,VVS1,62.8,60.0,5.89,5.8,3.67,4490
25968,25969,0.32,Premium,G,IF,62.0,60.0,4.37,4.41,2.72,954
15142,15143,0.56,Premium,G,SI2,60.0,60.0,5.48,5.42,3.11,1208
12465,12466,0.71,Ideal,J,SI2,61.3,56.0,5.73,5.78,3.53,1901
14951,14952,0.9,Premium,D,SI1,62.6,58.0,6.15,6.11,3.84,4304
8635,8636,0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,3461
13485,13486,0.32,Premium,E,VS2,60.5,55.0,4.49,4.43,2.7,900
8870,8871,0.53,Ideal,F,IF,61.3,57.0,5.19,5.21,3.19,2658
1567,1568,1.0,Good,D,SI1,65.1,54.0,6.23,6.27,4.07,4786
1386,1387,0.41,Very Good,D,SI2,63.8,57.0,4.71,4.73,3.01,727
20095,20096,0.5,Premium,G,VS1,59.8,58.0,5.19,5.15,3.09,1746
3151,3152,0.41,Ideal,D,VS1,61.2,57.0,4.77,4.81,2.93,1018
20457,20458,1.62,Premium,G,VS1,60.7,58.0,7.62,7.54,4.6,14447
26383,26384,0.56,Ideal,D,SI1,61.4,57.0,5.31,5.34,3.27,1723
10402,10403,0.32,Premium,E,VVS1,61.8,59.0,4.35,4.39,2.7,954
6049,6050,0.79,Premium,H,VS2,61.1,59.0,5.96,5.93,3.63,2362
24726,24727,1.2,Good,H,SI1,63.6,57.0,6.79,6.74,4.3,5975
4935,4936,0.7,Fair,G,VS1,57.1,62.0,5.89,5.94,3.38,2553
15408,15409,0.9,Very Good,E,VS2,61.1,63.0,6.17,6.2,3.78,4134
18764,18765,0.43,Ideal,G,VVS1,61.4,55.0,4.86,4.91,3.0,1207
7679,7680,1.23,Very Good,J,VVS2,61.2,57.0,6.86,6.92,4.22,5665
17590,17591,0.36,Premium,D,VS2,61.0,59.0,4.57,4.61,2.8,852
3587,3588,0.38,Ideal,I,SI1,61.9,54.0,4.64,4.67,2.88,593
738,739,0.3,Premium,I,VS1,60.3,58.0,4.32,4.34,2.61,473
3436,3437,0.38,Very Good,D,VVS2,60.0,62.0,4.7,4.73,2.83,1200
20927,20928,1.08,Ideal,E,VVS2,61.8,56.0,6.55,6.59,4.06,10313
22017,22018,2.66,Good,H,SI2,64.3,60.0,8.71,8.65,5.58,18495
7701,7702,0.54,Ideal,H,VS1,,56.0,5.24,5.23,3.22,1637
21690,21691,0.7,Ideal,F,VS2,61.3,56.0,5.74,5.71,3.51,2717
25138,25139,0.27,Very Good,D,VVS2,62.2,59.0,4.08,4.12,2.55,622
4800,4801,0.34,Premium,I,VS1,61.0,60.0,4.48,4.51,2.74,537
21736,21737,0.33,Ideal,D,VS2,62.3,56.0,4.46,4.43,2.77,1002
8928,8929,0.31,Ideal,E,VVS2,61.4,57.0,4.37,4.39,2.69,791
9049,9050,1.02,Ideal,H,VVS2,60.9,57.0,6.49,6.44,3.94,4798
21198,21199,0.52,Ideal,E,VS2,61.9,56.0,5.12,5.16,3.18,1689
5703,5704,0.71,Premium,F,SI1,62.7,57.0,5.68,5.65,3.55,2633
25435,25436,0.4,Premium,G,VVS2,62.7,59.0,4.72,4.69,2.95,1050
24514,24515,0.9,Good,H,SI1,64.4,58.0,6.04,6.08,3.9,3465
24951,24952,1.51,Very Good,I,SI1,62.2,60.0,7.23,7.3,4.52,8637
11653,11654,0.43,Good,F,SI1,63.8,57.0,4.82,4.8,3.07,948
16418,16419,1.13,Premium,D,SI2,60.9,59.0,6.65,6.72,4.07,5133
16606,16607,1.21,Ideal,I,VS1,61.5,58.0,6.84,6.88,4.22,6691
15739,15740,1.51,Ideal,H,VS2,62.2,57.0,7.33,7.29,4.55,11540
3054,3055,0.32,Ideal,F,VS1,61.9,57.0,4.38,4.41,2.72,716
26086,26087,1.37,Good,I,VS2,64.1,58.0,6.92,6.9,4.43,5449
11883,11884,0.27,Very Good,E,VVS1,62.4,55.0,4.18,4.22,2.62,591
23209,23210,0.51,Ideal,F,VS1,61.7,55.0,5.13,5.17,3.18,1728
24168,24169,0.31,Ideal,F,VS2,61.9,55.0,4.35,4.31,2.68,802
17239,17240,1.53,Ideal,H,SI1,61.1,57.0,7.45,7.44,4.55,10659
26389,26390,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,3427
23726,23727,0.23,Very Good,F,VS1,60.9,57.0,3.96,3.99,2.42,357
6413,6414,0.71,Ideal,G,SI1,61.3,55.0,5.73,5.79,3.53,3007
11391,11392,0.67,Premium,F,SI1,61.3,59.0,5.65,5.63,3.46,1809
12584,12585,0.57,Ideal,G,VS2,60.2,59.0,5.38,5.42,3.25,1642
11380,11381,0.7,Premium,F,SI2,59.6,58.0,5.79,5.72,3.43,2234
703,704,0.5,Good,I,VS2,60.4,64.0,5.12,5.08,3.08,1047
14331,14332,0.41,Ideal,D,VS1,62.8,57.0,4.76,4.73,2.98,1230
22499,22500,0.71,Ideal,I,SI1,61.5,55.0,5.76,5.79,3.55,2721
21470,21471,1.04,Ideal,H,SI2,62.1,56.0,6.48,6.5,4.03,4404
127,128,0.55,Premium,G,SI2,60.3,58.0,5.35,5.33,3.22,1186
26503,26504,1.1,Ideal,I,VS1,62.3,55.0,6.64,6.6,4.12,5864
4995,4996,1.2,Premium,I,SI2,60.0,58.0,6.91,6.93,4.15,4989
11760,11761,1.52,Very Good,F,VS2,62.9,53.3,7.31,7.36,4.61,15649
16304,16305,0.4,Very Good,F,VS2,62.9,57.0,4.69,4.72,2.96,842
12390,12391,0.73,Good,F,SI2,58.1,62.0,5.92,5.93,3.44,2191
20994,20995,2.01,Very Good,E,SI2,,60.0,8.2,8.24,4.84,17024
22825,22826,0.4,Ideal,E,VVS1,61.5,56.0,4.75,4.78,2.93,1333
3860,3861,0.41,Ideal,E,VS1,,55.0,4.77,4.8,2.97,1079
23083,23084,0.59,Ideal,G,VVS2,62.6,57.0,5.33,5.37,3.35,2125
10057,10058,0.35,Ideal,D,SI1,62.3,55.0,4.51,4.54,2.82,644
9482,9483,1.01,Ideal,E,SI2,61.2,54.0,6.49,6.52,3.98,4666
20528,20529,1.0,Ideal,F,SI2,61.0,55.0,6.45,6.41,3.92,3562
21491,21492,1.2,Premium,F,VVS2,62.8,60.0,6.79,6.74,4.25,10580
932,933,1.86,Very Good,H,SI1,62.6,58.0,7.77,7.82,4.88,14383
20058,20059,0.6,Ideal,D,VS2,60.4,57.0,5.53,5.49,3.33,2125
2658,2659,1.22,Ideal,E,SI1,61.7,56.0,6.92,6.88,4.26,7215
12796,12797,0.4,Good,E,SI1,63.2,58.0,4.66,4.7,2.96,687
15407,15408,1.5,Good,J,VS1,,61.0,7.27,7.3,4.42,8347
18708,18709,0.52,Very Good,F,SI1,61.0,59.0,5.18,5.21,3.17,1326
8509,8510,1.5,Very Good,E,SI2,,57.0,7.17,7.23,4.52,8538
25300,25301,0.51,Premium,F,VS1,60.0,58.0,5.21,5.19,3.12,1749
25797,25798,1.51,Very Good,I,SI2,62.9,58.0,7.24,7.3,4.57,7139
17832,17833,0.56,Very Good,E,VVS2,62.6,57.0,5.25,5.23,3.28,2100
3234,3235,1.01,Premium,H,VS2,61.3,59.0,6.44,6.48,3.96,4959
7880,7881,0.58,Ideal,G,SI1,62.2,55.0,5.33,5.37,3.33,1446
19181,19182,1.03,Ideal,H,SI1,59.8,57.0,6.64,6.57,3.95,5018
19549,19550,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,4250
20720,20721,1.02,Very Good,E,SI1,63.2,60.0,6.33,6.42,4.03,5456
13247,13248,0.3,Very Good,I,SI1,60.5,62.0,4.33,4.37,2.63,394
2981,2982,0.71,Good,H,SI1,63.5,57.0,5.64,5.67,3.59,2096
11896,11897,1.01,Good,G,SI1,62.8,58.0,6.36,6.29,3.97,4641
10895,10896,0.34,Very Good,G,VVS2,61.2,59.0,4.46,4.5,2.74,775
10124,10125,1.28,Ideal,G,SI2,61.4,57.0,6.99,6.96,4.28,5995
19452,19453,1.3,Premium,F,VS2,60.4,59.0,7.06,7.12,4.28,9909
13287,13288,1.51,Ideal,E,VS2,59.8,59.0,7.55,7.47,4.49,13986
9660,9661,0.7,Fair,E,SI2,65.0,54.0,5.56,5.52,3.6,2600
18658,18659,0.39,Very Good,F,SI1,60.0,55.0,4.76,4.79,2.86,661
16245,16246,1.27,Good,J,VS1,63.4,60.0,6.8,6.85,4.33,5588
16017,16018,0.74,Very Good,J,VS2,60.8,58.0,5.79,5.85,3.54,2003
3717,3718,0.4,Ideal,J,VS2,62.3,55.0,4.72,4.75,2.95,598
13067,13068,1.27,Ideal,F,VVS2,62.2,54.0,6.92,6.95,4.31,12576
2341,2342,1.12,Premium,I,VS1,59.6,58.0,6.82,6.77,4.05,4987
1414,1415,0.38,Ideal,G,VVS2,,57.0,4.64,4.66,2.89,879
5344,5345,1.52,Good,E,VS1,63.9,56.0,7.21,7.25,4.62,15649
23634,23635,0.31,Premium,G,VS2,61.5,60.0,4.31,4.34,2.66,544
24383,24384,1.64,Ideal,F,SI2,61.4,57.0,7.59,7.55,4.65,10929
24688,24689,1.2,Very Good,I,SI1,62.9,54.0,6.75,6.77,4.25,5955
6553,6554,0.39,Premium,J,VS1,61.6,59.0,4.67,4.71,2.89,616
8922,8923,0.3,Good,I,SI1,63.4,57.0,4.23,4.25,2.69,394
19856,19857,0.36,Very Good,D,SI1,63.2,56.0,4.56,4.52,2.87,794
17344,17345,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,802
26861,26862,0.4,Premium,G,SI1,59.2,61.0,4.81,4.78,2.84,900
24603,24604,0.25,Very Good,E,VVS1,60.1,57.0,4.08,4.11,2.46,526
15044,15045,0.9,Very Good,F,SI1,59.8,54.0,6.25,6.32,3.76,4054
8399,8400,1.43,Very Good,H,SI1,61.7,59.0,7.23,7.29,4.48,8654
4954,4955,0.81,Ideal,G,SI2,62.2,57.0,5.96,6.0,3.72,2894
12159,12160,1.5,Good,H,VS1,63.8,61.0,7.17,7.12,4.56,9878
24474,24475,0.3,Very Good,I,SI1,61.6,62.0,4.27,4.3,2.64,394
6365,6366,1.03,Ideal,I,VS2,61.2,56.0,6.5,6.51,3.98,5378
5857,5858,1.22,Ideal,H,VVS2,61.7,56.0,6.83,6.87,4.23,9366
26240,26241,0.5,Very Good,J,SI1,62.8,58.0,5.05,5.08,3.18,990
19868,19869,0.51,Ideal,F,VVS2,62.2,57.0,5.12,5.14,3.19,2082
19903,19904,0.4,Good,E,SI1,63.6,57.0,4.65,4.69,2.97,687
10810,10811,0.32,Very Good,G,IF,,55.0,4.37,4.4,2.75,872
8104,8105,0.33,Very Good,G,VS2,62.8,54.0,4.4,4.42,2.77,579
3915,3916,1.51,Premium,H,VS2,62.8,60.0,7.28,7.25,4.56,11268
6045,6046,1.02,Very Good,E,VS1,61.0,58.0,6.46,6.52,3.96,7503
1875,1876,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.78,3.47,2312
11991,11992,0.34,Ideal,G,VS2,61.8,56.0,4.48,4.52,2.78,596
17573,17574,1.22,Very Good,J,VS1,59.0,63.0,7.05,7.02,4.15,5056
26595,26596,0.34,Ideal,F,VS2,61.6,57.0,4.53,4.47,2.77,880
15146,15147,0.7,Very Good,F,SI1,59.7,56.9,5.73,5.86,3.46,2403
12870,12871,0.7,Ideal,J,SI1,60.4,56.0,5.71,5.74,3.46,1926
14206,14207,1.27,Premium,I,SI2,62.0,60.0,6.91,6.86,4.27,4836
14869,14870,0.32,Ideal,I,VVS2,62.6,54.0,4.41,4.37,2.75,720
15402,15403,0.92,Premium,E,SI1,62.2,58.0,6.23,6.18,3.86,4482
23670,23671,0.3,Premium,D,VS1,61.9,58.0,4.28,4.32,2.66,712
26662,26663,0.73,Ideal,E,SI1,60.5,57.0,5.85,5.88,3.55,2644
12512,12513,0.38,Ideal,F,VS2,62.0,56.0,4.66,4.63,2.88,1026
2970,2971,1.3,Premium,F,VVS1,59.3,59.0,7.11,7.08,4.22,14068
23635,23636,0.79,Good,F,SI1,58.1,59.0,6.06,6.13,3.54,2756
16964,16965,0.34,Ideal,H,VS2,61.4,57.0,4.55,4.48,2.77,689
17924,17925,0.41,Very Good,F,VS2,62.8,58.0,4.69,4.73,2.96,863
15940,15941,0.7,Ideal,F,SI2,62.8,55.0,5.68,5.65,3.56,2138
12852,12853,1.19,Premium,J,SI2,58.4,60.0,6.98,6.92,4.06,4198
2693,2694,0.58,Ideal,I,VVS2,62.0,56.0,5.34,5.38,3.32,1369
2529,2530,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,4660
22242,22243,1.03,Ideal,G,VS2,59.6,57.0,6.65,6.6,3.95,6146
13481,13482,0.44,Premium,G,VS2,60.6,58.0,4.96,4.9,2.99,1063
4066,4067,0.96,Very Good,G,SI1,60.3,57.0,6.35,6.38,3.84,4265
4695,4696,1.0,Good,F,SI1,63.4,61.0,6.29,6.35,4.01,4851
17215,17216,0.55,Ideal,I,SI1,61.3,56.0,5.29,5.34,3.26,1367
1968,1969,0.54,Premium,E,SI1,61.6,61.0,5.23,5.2,3.21,1637
3975,3976,1.01,Very Good,F,VS1,62.9,58.0,6.29,6.31,3.96,7455
19464,19465,1.7,Premium,H,VS2,60.6,58.0,7.72,7.65,4.66,10333
24531,24532,1.26,Very Good,G,VS2,63.3,57.0,6.88,6.93,4.37,8040
20202,20203,0.5,Premium,E,SI1,60.2,58.0,5.18,5.15,3.11,1415
5994,5995,0.27,Ideal,H,VS2,60.5,57.0,4.17,4.19,2.53,397
21877,21878,0.34,Premium,G,VS2,61.6,60.0,4.49,4.47,2.76,765
19728,19729,1.58,Premium,D,SI1,62.7,60.0,7.41,7.37,4.63,13995
11376,11377,0.3,Ideal,G,SI2,61.6,56.0,4.32,4.35,2.67,422
20842,20843,1.63,Ideal,G,VS1,61.5,57.0,7.58,7.6,4.67,16241
14068,14069,0.37,Very Good,E,SI2,61.9,55.0,4.63,4.67,2.87,541
6375,6376,0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,864
3174,3175,0.35,Ideal,G,IF,61.3,56.0,4.51,4.53,2.77,910
19094,19095,1.58,Ideal,H,VVS2,62.0,56.0,7.44,7.49,4.63,12897
20262,20263,0.7,Very Good,H,VS1,61.5,58.0,5.66,5.72,3.5,2394
21361,21362,0.72,Ideal,E,VS2,61.3,57.0,5.76,5.79,3.54,3223
10250,10251,1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,7903
20296,20297,1.5,Very Good,E,SI1,59.3,60.0,7.4,7.5,4.42,12247
17286,17287,0.54,Ideal,D,VS2,61.8,57.0,5.26,5.22,3.24,1993
12612,12613,1.37,Ideal,G,VS1,62.2,55.0,7.09,7.12,4.42,10927
23079,23080,0.3,Ideal,H,VVS1,61.9,57.0,4.3,4.33,2.67,665
25194,25195,0.32,Ideal,G,SI1,63.0,56.0,4.38,4.35,2.75,612
26917,26918,0.5,Very Good,G,SI1,63.3,59.0,4.99,5.02,3.17,1187
9371,9372,0.9,Premium,E,SI2,61.3,60.0,6.17,6.23,3.8,3662
17284,17285,1.52,Fair,H,I1,64.9,58.0,7.18,7.13,4.65,3504
11505,11506,0.73,Very Good,E,SI1,61.6,59.0,5.77,5.78,3.56,2760
12882,12883,0.38,Ideal,G,SI2,61.2,56.0,4.7,4.74,2.89,602
18722,18723,1.33,Ideal,H,VS1,59.3,57.0,7.22,7.18,4.27,8714
5668,5669,0.7,Ideal,I,VS2,61.4,56.0,5.72,5.75,3.52,2270
9259,9260,0.24,Very Good,F,VVS2,62.5,56.0,3.98,4.02,2.5,478
12639,12640,0.71,Premium,D,SI2,61.7,59.0,5.67,5.71,3.51,2743
16156,16157,0.36,Good,F,VS1,63.6,60.0,4.52,4.47,2.86,945
18526,18527,0.72,Ideal,J,VVS1,62.5,56.0,5.71,5.74,3.58,2249
13583,13584,1.02,Ideal,F,SI1,62.3,56.0,6.41,6.44,4.0,5773
19383,19384,1.58,Premium,D,SI2,59.6,59.0,7.67,7.61,4.55,10934
4051,4052,0.3,Very Good,E,VS2,62.4,57.0,4.24,4.29,2.66,658
10674,10675,0.41,Premium,F,VS1,60.8,58.0,4.82,4.76,2.91,1076
3783,3784,0.23,Very Good,E,VVS2,63.0,58.0,3.95,3.99,2.5,505
9840,9841,0.71,Ideal,I,VS1,62.1,56.0,5.72,5.68,3.54,2327
6887,6888,0.7,Premium,D,SI2,60.5,58.0,5.8,5.74,3.49,2354
9161,9162,1.02,Premium,E,VVS1,62.2,57.0,6.59,6.4,4.04,10867
20300,20301,0.34,Premium,H,VS2,62.6,60.0,4.46,4.42,2.78,689
26490,26491,0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,1409
16337,16338,0.53,Ideal,H,SI1,61.1,55.0,5.24,5.28,3.21,1245
22810,22811,1.01,Premium,F,SI1,59.8,60.0,6.57,6.53,3.92,5345
19284,19285,1.29,Premium,I,VS2,62.2,57.0,7.01,6.97,4.35,6279
20522,20523,2.04,Very Good,I,VS2,62.5,58.0,8.09,8.22,5.1,16874
16062,16063,1.2,Good,E,SI1,59.9,64.0,6.84,6.79,4.08,6653
8697,8698,0.35,Ideal,F,VS2,62.1,57.0,4.53,4.55,2.82,706
13235,13236,1.01,Premium,J,I1,60.7,59.0,6.39,6.42,3.89,2488
895,896,0.31,Ideal,E,VS2,61.7,55.0,4.36,4.33,2.68,872
5096,5097,0.53,Premium,G,VS2,59.9,60.0,5.28,5.24,3.15,1435
23312,23313,0.78,Ideal,H,SI2,61.6,54.0,5.94,5.88,3.64,2332
4940,4941,0.31,Ideal,I,VS1,61.7,55.0,4.36,4.39,2.7,424
3049,3050,0.9,Very Good,F,SI1,61.6,56.0,6.14,6.2,3.8,3724
22997,22998,0.72,Ideal,E,SI1,59.8,57.0,5.86,5.91,3.52,2265
19848,19849,0.7,Good,F,SI1,64.3,63.0,5.58,5.55,3.58,2059
12909,12910,1.5,Very Good,D,SI1,63.5,57.0,7.23,7.28,4.61,11352
